,@id,@type,name,@lat,@lon,wikidata,wikipedia,website,email,opening_hours
61,1061568374,node,Schloss Bernegg,47.6440755,9.1590733,Q2240274,de:Schloss Bernegg,,,
62,1081356109,node,Burgruine Neu Toggenburg,47.3297583,9.1127622,Q29786710,de:Neu-Toggenburg,,,
63,1102444727,node,Schloss Hilfikon,47.3307241,8.2469096,Q2241557,de:Schloss Hilfikon,,,
64,1104659087,node,Burgstelle Halden,47.3078471,8.2588589,Q102892526,,,,
65,1107028549,node,Château d'Aigremont,46.3627862,7.0795876,Q29891366,pt:Castelo de Aigremont,,,
66,1138005376,node,Ruina de Carniec,46.7759778,9.1949881,Q1012097,de:Burg Grüneck (Ilanz),,,
67,1240275907,node,Les Vernex I (Châtillon),46.732921,7.0397303,Q67772742,,http://www.dillum.ch/html/verney_vernex_autigny_fr_ch%C3%A2teaux.htm,,
68,1240275933,node,Les Vernex II (Le Ressat),46.7349885,7.0396338,Q104530246,,http://www.dillum.ch/html/verney_vernex_autigny_fr_ch%C3%A2teaux.htm,,
69,1240280867,node,Räsch,46.8322285,7.1561706,Q67772049,,http://www.dillum.ch/html/raesch_duedingen_fr_kastell.htm,,
70,1256452145,node,Ruine Sünikon,47.4863345,8.4283522,Q1801797,de:Ruine Sünikon,,,
71,1264014165,node,Burg Neu-Süns,46.7441926,9.4477525,Q1013241,en:Neu-Süns Castle,,,
72,1267864539,node,Johanniterkommende Hohenrain,47.1796638,8.3186666,Q31839275,de:Johanniterkommende Hohenrain,,,
73,1277963444,node,Goldhubel,47.1172164,7.2780782,Q2175277,de:Ruine Goldhubel,,,
74,1313324037,node,Ruine Alt-Lägern,47.4817576,8.3940916,Q1456698,de:Ruine Alt-Lägern,,,
75,1324387655,node,Ruine Schleifenrain,47.60374,9.1019775,Q1013889,de:Burg Schleifenrain,,,
76,1334902352,node,Burgruine Mülenen,46.6381054,7.6937326,Q1015428,de:Burgruine Mülenen,,,
77,1335415120,node,Schloss Maienfeld,47.0064678,9.5310679,Q2240377,,https://www.schlossmaienfeld.ch,,
78,1349596592,node,Ehemalige Johanniterkommende Reiden,47.2433666,7.9733398,Q63850496,,https://www.kommende-reiden.ch/,,
79,1358175519,node,Burgruine Friesenberg,47.3581745,8.4939223,Q1011875,de:Burg Friesenberg (ZH),,,24/7
80,1372417009,node,Ruine Neuburg,47.6483034,8.9399032,Q1979319,de:Neuburg (Mammern),,,
81,1403655618,node,Château de Montorge,46.2306069,7.3346387,Q29928365,fr:Château de Montorge,,,
82,1420158205,node,Burgruine Bottenstein,47.2815921,7.9952326,Q67772053,,,,
83,1481493390,node,Ruine Bärenfels,47.4633841,7.6137983,Q1011258,de:Burg_Bärenfels_(Duggingen),,,
84,1500548359,node,Unteres Schloss,46.7210795,9.4450573,Q866258,de:Bischöfliches Schloss Fürstenau,,,
85,1500554009,node,Schloss Schauenstein,46.7212551,9.4462777,Q1276044,de:Schloss_Schauenstein,,,
86,1511935448,node,Schloss Baldenstein,46.7065858,9.4601798,Q2240157,de:Schloss_Baldenstein,,,
87,1521546163,node,Château de Montvoie,47.3659388,7.0567095,Q6906665,,,,
88,1538171808,node,Schloss Frauenfeld,47.555201,8.8968712,Q5493931,de:Schloss Frauenfeld,,,
89,1541131042,node,Casti da Salons,46.7563404,9.0128558,Q1013807,de:Burg_Salons,,,
90,1563004916,node,Schloss Wildenstein,47.4286972,8.1574731,Q971167,de:Schloss Wildenstein (Veltheim),https://www.schloss-wildenstein.ch/,,
91,1573128624,node,Burg Obertagstein,46.6850444,9.4276566,Q1013390,de:Burg_Obertagstein,,,
92,1577255389,node,Jörgenberg,46.7804941,9.1384481,Q682756,de:Burg Jörgenberg (Waltensburg),,,
93,1577255390,node,Burg Kropfenstein,46.7699413,9.1016343,Q664292,de:Burg Kropfenstein,,,
94,1600999161,node,Burg Löwenberg,46.78814,9.2222207,Q1013043,de:Burg_Löwenberg_(Graubünden),,,
95,1664645003,node,Château de Peseux,46.9889903,6.8903922,Q29786042,,,,
96,1673982267,node,Römisches Kastell Tenedo,47.5854754,8.300286,Q25388900,de:Römisches Militärlager Zurzach,,,
97,1722230355,node,Schloss Grosser Hahnberg,47.4945364,9.4172886,Q29786390,,,,
98,1724496255,node,Schloss Pfauenmoos,47.4869221,9.4197096,Q29786391,,,,
99,1739971434,node,Ruine Mittlere Birseck,47.4947386,7.6291674,Q67772067,,,,
100,1773939767,node,Altersheim Schloss Eppishausen,47.5454528,9.2368986,Q1423653,de:Schloss Eppishausen,https://www.aph-eppishausen.ch/,info@aph-eppishausen.ch,
101,1777404856,node,Ruine Hartenkirch,47.7211381,8.5342226,Q1704025,de:Ruine_Hartenkirch,,,
102,1814162035,node,Burgruine Wichenstein,47.3271799,9.5540441,Q7998102,,,,24/7
103,1817826516,node,Ruine Freudenau,47.5123412,8.2342157,Q2175272,de:Ruine Freudenau,,,
104,1843010139,node,Ruine Alt-Signau,46.9044192,7.7226838,Q2175178,de:Ruine_Alt-Signau,,,
105,1851215862,node,Schloss Marienburg,47.2652847,7.9707163,Q29785849,,http://www.kloster-wikon.ch/schloss-wikon.html,,
106,1862065036,node,Burgstelle Hohenteufen,47.556292,8.5740834,Q29932628,de:Burgstelle Hohenteufen,,,
107,1876085057,node,La Tour d'Hermance,46.3008051,6.2455644,Q30739694,fr:Château d'Hermance,,,
108,1888132778,node,Burg Splügen,46.5571777,9.334466,Q1014040,de:Burg_Splügen,,,
109,1912799568,node,Schloss Riggisberg,46.8086594,7.4717546,Q1537155,,,,
110,1946695311,node,Schloss Gümligen,46.9346768,7.5152435,Q2241361,de:Schloss Gümligen,,,
111,1946698494,node,Schloss Muri bei Bern,46.930881,7.4880763,Q2242487,de:Schloss Muri,,,
112,1950345330,node,La Serra,46.6978168,10.1093102,Q1799141,,,,
113,1960962516,node,Ruine Schadburg,46.7127642,7.9160963,Q1335263,de:Ruine Schadburg,,,
114,1984132510,node,Sternenberg,47.4785385,7.5048915,Q2175444,de:Ruine Sternenberg,,,
115,2007067214,node,Ruine Falkenstein,46.9401387,9.5878969,Q1011680,de:Burg Falkenstein (Igis),,,
116,2063816822,node,Burgruine Chastels,46.8224936,7.1748546,Q67772071,,,,
117,2097929678,node,Kastell Ad Fines,47.5941508,8.9590599,Q1124663,de:Kastell Pfyn,,,
118,2117906320,node,Burgstelle Alt Meldegg,47.4365097,9.3397118,Q67772076,,,,
119,2123811689,node,Schloss Interlaken,46.6872481,7.8637349,Q2241722,de:Schloss Interlaken,,,
120,2194597818,node,Château du Moutier,47.280259,7.3730593,Q2242490,de:Schloss Moutier,,,
121,2260257903,node,Ruine Rüdberg,47.3497736,9.0882944,Q29786711,de:Burg Rüdberg,,,
122,2269507685,node,Château de Lucens,46.710674,6.8366884,Q2969752,fr:Château de Lucens,https://www.chateaudelucens.ch/,,
123,2284921447,node,Ruine Sissacherfluh,47.4801429,7.8171399,Q1736132,de:Ruine Sissacherfluh,,,
124,2302886421,node,Burgruine Neu-Bubenberg,46.9010786,7.4211315,Q1013231,de:Burg Neu-Bubenberg,,,
125,2330714364,node,Schloss Schwarzenbach,47.442601,9.0692744,Q1265744,,,,
126,2344764659,node,Schloss Trachselwald,47.0175088,7.7418578,Q547064,de:Schloss Trachselwald,http://trachselwald-castle.ch/,,
127,2346025282,node,Schloss Spittel,47.03208,7.7627817,Q2243568,de:Schloss Spittel,,,
128,2388546710,node,Burg Spitzenberg,46.9561752,7.8117356,Q1014030,de:Burg_Spitzenberg_(BE),,,
129,2392400819,node,Ruine Schenkon,47.1710903,8.1430847,Q7143,de:Schenkon#Ruine_Schenkon,,,
130,2396214157,node,Burgstelle Ruchenstein,47.4417153,8.1176148,Q102895063,,,,
131,2430389756,node,Ruine Grünenberg,47.179052,7.8583559,Q1156041,de:Ruine Grünenberg (Melchnau),https://www.gruenenberg.ch/,,
132,2488241533,node,Ruine Alt-Aspermont,46.9119004,9.5716132,Q2175166,de:Ruine_Alt-Aspermont,,,
133,2504217457,node,Schloss Roggwil,47.5006219,9.3950402,Q29883259,,http://www.schloss-roggwil.ch/,,
134,2530784679,node,Burgruine Stahlegg,46.9161914,9.7554604,Q1014149,de:Burg Strahlegg (Fideris),,,
135,2579685626,node,Burg Burgau,47.3999625,9.2168914,Q67772091,,,,
136,2596972796,node,Burgstelle Gielen-Glattburg,47.4285663,9.183984,Q67772095,,,,
137,2635081298,node,Burgstelle Hardegg,47.404396,9.5826215,Q67772096,,,,
138,2707031234,node,Ruine Gutenfels,47.4226336,7.7268941,Q2175280,de:Ruine Gutenfels,,,
139,2713529662,node,Burgruine Solavers,46.9833886,9.6443929,Q1014007,de:Burg Solavers,,,
140,2773375107,node,Château de Bossonnens,46.520563,6.8483491,Q2968608,fr:Château de Bossonnens,http://www.swisscastles.ch/Fribourg/bossonnens.html,,
141,2864969320,node,Ruine Frohberg,47.467822,7.5615839,Q2175273,de:Ruine Frohberg,,,
142,2898483720,node,Ruine Tegerfelden,47.5609777,8.2775807,Q2175459,de:Ruine Tegerfelden,,,
143,3005388608,node,Ruine Wartenstein,46.9710582,7.732548,Q1723316,de:Ruine Wartenstein,,,
144,3027592069,node,Ruine Gestelnburg,46.3133123,7.7830169,Q29573881,,,,
145,3100389901,node,Burgruine Fürstenstein,47.4677267,7.5306351,Q2175269,de:Ruine Fürstenstein,,,
146,3149225727,node,Fort Militaire Châtelard,46.0570748,6.9562823,Q67772119,,,,
147,3256406527,node,Castelgrande,46.1929023,9.0217456,Q664376,it:Castelgrande (castello),https://www.ticino.ch/de/commons/details/Castelgrande/2793.html,,
148,3256443027,node,Castello di Montebello,46.1912869,9.0265655,Q664346,it:Montebello (castello),https://www.ticino.ch/de/commons/details/Burg-Montebello/2796.html,,Apr-Nov: Mo-Su 10:00-18:00
149,3256443038,node,Castello di Sasso Corbaro,46.1881229,9.030132,Q663436,it:Sasso Corbaro,https://www.bellinzonese-altoticino.ch/it/commons/details/Castello-di-Sasso-Corbaro/2797.html,,Apr-Nov: Mo-Su 10:00-18:00
150,3266807170,node,Castello di Pontegana,45.8433633,9.0153379,Q7228180,it:Castello di Pontegana,,,
151,3410929119,node,Chateau de Réchy,46.2616042,7.4959256,Q29891977,,,,
152,3414232868,node,Gutenburg,47.183274,7.795609,Q1012121,de:Burg Gutenburg (Gutenburg BE),,,
153,3426671299,node,Ruine Breitenlandenberg,47.4282352,8.858604,Q2175214,de:Ruine Breitenlandenberg,,,
154,3471347453,node,Ruine Rosenberg,47.3963524,9.2821079,Q2175404,de:Ruine Rosenberg,,,
155,3477327694,node,Ruine Jagdburg,46.714815,7.5796059,Q2175322,de:Ruine Jagdburg,,,24/7
156,3517065441,node,Chateau de Wallenried,46.8746822,7.1161206,Q29689042,,,,
157,3561466727,node,Ruine Wynegg,46.994825,9.5700578,Q1014666,de:Burg Wynegg,,,
158,3616196589,node,Ruine Lunkhofen,47.318868,8.388813,Q29580240,,,,
159,3675580690,node,Römerkastell Tasgetium,47.6559494,8.8588308,Q1331160,,,,
160,3701795537,node,Burg Hoch-Altstätten,47.39985,9.5433332,Q67772141,,,,
161,3738752742,node,Zwing Uri,46.7743409,8.6704417,Q24283789,de:Zwing-Uri,,,
162,3749433218,node,Ruines du Château de Rochefort,46.9663686,6.7984638,Q29786047,fr:Château de Rochefort (Neuchâtel),http://www.chateaurochefort.ch/,,
163,3979315983,node,Altenburg,47.4818508,8.1940481,Q1332077,de:Schlösschen Altenburg,,,
164,4027345689,node,Cagliatscha,46.6137871,9.4224617,Q1011294,de:Burg Cagliatscha,https://pro-castellis.ch/cagliatscha-1265.shtml,,
165,4109986686,node,Burgruine Hohburg,46.8834951,7.5168928,Q67772150,de:Ruine Hohburg,,,
166,4172037696,node,Blankenburg auf Schönegg,46.8001901,7.50731,Q881575,de:Blankenburg auf Schönegg,,,
167,4230329228,node,Schloss Schwandegg,47.6232248,8.7768077,Q1325353,de:Schloss Schwandegg,https://www.schloss-schwandegg.ch/,,
168,4241151391,node,Ruine Weissenburg,46.658345,7.4730385,Q1231232,de:Ruine Weissenburg,,,
169,4368506992,node,Burgruine Gümmenen,46.9442111,7.2452416,Q2175281,de:Ruine_Gümmenen,,,
170,4370184084,node,Ruine Stockalperturm,46.1856175,8.0836735,Q67914637,,,,
171,4613130734,node,Château du Landeron,47.0511581,7.064136,Q2242107,,,,
172,4665990061,node,Ruine Unterer Mannenberg,46.5702911,7.3794629,Q1700496,fr:Mannenberg,,,
173,4686874789,node,Ruine Hohenlandenberg,47.3976322,8.8655403,Q1806013,de:Ruine Hohenlandenberg,,,
174,4703976573,node,Burgruine Marmarola,46.7680092,9.0630958,Q67772173,,,,
175,4774174437,node,Schloss Dottenwil,47.4772395,9.3771638,Q1584097,,,,
176,4827784517,node,Ruine Münchsberg,47.4620281,7.5722511,Q2175360,de:Ruine Münchsberg,,,
177,4892181832,node,Fort du Scex,46.2136793,6.9955844,Q1438881,de:Fort du Scex,http://www.forteresse-st-maurice.ch/deutsch/dat_d/s_d/fwkpls_d.htm,,
178,4899080621,node,Chateau de la Soie,46.2435297,7.3268469,Q29927272,,,,
179,4919264894,node,Burgstelle Rappenstein,47.4346249,9.4340081,Q67772185,,,,
180,4919285922,node,Burgstelle Falkenstein,47.4432961,9.4218969,Q102900152,,,,
181,4958394060,node,Ruine Schalberg,47.4646687,7.5680513,Q2175414,de:Ruine Schalberg,,,
182,5046427190,node,Burg Sola,47.0069631,9.0881602,Q29784380,,https://www.hvg.ch/glarner-burgenweg/1-burg-sola/,,
183,5100178818,node,Burgruine Grottenstein,46.8832811,9.5229142,Q1012057,de:Burg Grottenstein,,,
184,5124736761,node,Ruine Madeln,47.5064322,7.6967679,Q2175363,de:Ruine Madeln,,,
185,5210628522,node,Château de Miécourt,47.4276885,7.1724109,Q67772823,,https://www.facmi.ch/,,
186,5264204580,node,Ruines du château de Montagny,46.7967594,6.6089496,Q29891122,de:Burgruine Montagny-près-Yverdon,,,
187,5300918721,node,Schloss Herdern,47.6041186,8.9100273,Q29883029,,,,
188,5489821152,node,Burg Rossberg,47.4556314,8.7084413,Q1013730,de:Burg_Rossberg,,,
189,5593295129,node,Burg Heinzenberg,46.7401776,9.408576,Q1012273,de:Burg Heinzenberg,,,
190,5627404766,node,Burgruine Castrisch,46.7763225,9.2412999,Q1011329,de:Burg Castrisch,,,
191,5627453580,node,Burg Friberg,46.7480747,9.0020627,Q1011846,de:Burg_Friberg_(Trun),,,
192,5627511198,node,Burg Kapfenstein,46.9217117,9.7753353,Q1012608,de:Burg Kapfenstein,,,
193,5627514585,node,Burg Hohenbalken,46.720987,8.8980076,Q1012383,de:Burg_Hohenbalken,,,
194,5628311857,node,Burg Moregg,46.7593003,9.1325364,Q1013144,de:Burg_Moregg,,,
195,5628671286,node,Burg Rappenstein,46.9247208,9.519441,Q1013583,de:Burg_Rappenstein,,,
196,5628723539,node,Burg Saxenstein,46.7479871,9.0461255,Q1013824,de:Burg_Saxenstein,,,
197,5628822414,node,Burg Tuor,46.7298392,8.9228929,Q1014301,de:Burg_Tuor,,,
198,5628837128,node,Burg Vogelberg,46.7817877,9.100409,Q1014411,de:Burg_Vogelberg,,,
199,5629054792,node,Burg Neu-Signau,46.9095454,7.7095434,Q1013239,de:Burg_Neu-Signau,,,
200,5629122641,node,Burg Friesenberg,47.1015542,7.7288189,Q1011871,de:Burg_Friesenberg_(Wynigen),,,
201,5629466695,node,Burgruine Alt-Rheineck,47.4642113,9.5854009,Q29786747,,,,
202,5646107721,node,Burgstelle Sellenbüren,47.3447096,8.4866398,Q1013983,de:Burg Sellenbüren,,,
203,5653941319,node,Burgruine Marmels,46.5066168,9.6273281,Q1013078,de:Burg Marmels,,,
204,5653964641,node,Casti Lagenberg,46.8163742,9.2643697,Q1012801,de:Burg Lagenberg,,,
205,5676441325,node,Ruine Rosenberg,47.4135863,8.0576637,Q2175317,de:Ruine Horen,,,
206,5762357844,node,Bärenburg,46.5933105,9.4230266,Q1011254,de:Burg_Bärenburg_(Andeer),,,
207,5762404117,node,Burgruine Grünenfels,46.779375,9.1195461,Q1012102,de:Burg Grünenfels,,,
208,5762408141,node,Burgruine Heidenberg,46.7522696,9.0635535,Q1012249,de:Burg Heidenberg,,,
209,5762480318,node,Burgruine Löwenstein,46.7779995,9.2094703,Q1013044,de:Burg_Löwenstein_(Ilanz),,,
210,5762494486,node,Burg Schwarzenstein,46.7504601,9.0726942,Q1013941,de:Burg Schwarzenstein (Obersaxen),,,
211,5762504483,node,Burgruine Valendas,46.788105,9.2767017,Q1014352,de:Burg Valendas,,,
212,5762504622,node,Burgstelle Trimmis,46.8969977,9.567357,Q102898617,,,,
213,5762508653,node,Burgruine Wildenberg,46.7995224,9.2192781,Q1014596,de:Burg Wildenberg (Falera),,,
214,5965003129,node,Ruine Alt-Wildberg,47.4268326,8.8174647,Q2175182,de:Ruine Alt-Wildberg,,,
215,5965006827,node,Burgstelle Buch,47.4815233,8.6874047,Q56648460,de:Burg Buch (Winterthur),,,
216,5986984836,node,Schloss Bellikon,47.3900497,8.3429233,Q2240231,de:Schloss Bellikon,,,
217,5987030950,node,Ruine Böbikon,47.554658,8.3277623,Q14538239,de:Ruine Böbikon,,,
218,5988350249,node,Ruine Tössegg,47.4385991,8.8384157,Q1666922,de:Ruine Tössegg,,,
219,5991231959,node,Warte Mannhausen,47.6470505,8.630703,Q29574190,,,,
220,6006168717,node,Ruines du Château Morestel,46.2583409,7.4657234,Q29927450,,,,
221,6013968279,node,Ruine Hasenburg,46.6540744,7.5680145,Q59617012,de:Ruine Hasenburg (Grimmenstein),,,
222,6014018437,node,Ruine Festi,47.0871022,7.132523,Q1665132,de:Ruine Festi (Ligerz),,,
223,6020806251,node,Burgruine Frischenberg,47.2315918,9.4491885,Q1011876,de:Burg Frischenberg,,,
224,6027925903,node,Burgstelle Hebelstein,47.557018,8.5930537,Q67772228,,,,
225,6027975046,node,Burgstelle Burgermösli,47.6794025,8.6582122,Q29932604,,,,
226,6028494517,node,Burgstelle Liebenberg,47.2983068,8.7269251,Q67772231,,,,
227,6040429283,node,Burgstelle Schlossbuck,47.565301,8.6906281,Q29574068,,,,
228,6040449854,node,Burgstelle Multberg,47.5111515,8.6469684,Q67772234,de:Burgstelle Multberg,,,
229,6042851508,node,Burgstelle Stadion,46.9194958,9.7681428,Q67772237,,,,
230,6042876310,node,Burgstelle Hasenstein,46.6307974,9.440674,Q67772241,,,,
231,6042932644,node,Burgstelle Chranzenberg,47.4351071,8.9990685,Q67772245,,,,
232,6044835067,node,Ruine Clanx,47.3472819,9.4113871,Q2175234,de:Ruine Clanx,,,
233,6047628318,node,Schlossbuck,47.5653809,8.57325,Q29932505,de:Burgstelle Schlossbuck,,,
234,6067502343,node,Laubegg,46.5889728,7.3807306,Q1012857,de:Burg Laubegg (BE),,,
235,6067502364,node,Burgstelle Strassberg,47.133831,7.3687839,Q67772251,,,,
236,6067511264,node,Burgruine Erlenbach,46.6611754,7.5483662,Q67772254,,,,
237,6067539306,node,Burgstelle Gsteig,46.3779848,7.284915,Q67772255,,,,
238,6067546348,node,Ruine Festi,46.7821599,7.5291612,Q18326495,de:Ruine Festi (Bennewil),,,
239,6067550540,node,Ruine Riedburg,46.8650457,7.3647832,Q1727529,de:Ruine Riedburg,,,
240,6074804207,node,Burg Brandis,47.0128925,7.6780792,Q1011142,de:Burg Brandis,,,
241,6074854753,node,Burg Aris ob Kien,46.6085936,7.6956859,Q1010836,de:Burg Aris ob Kien,,,
242,6074856133,node,Romont,47.1941232,7.3378443,Q67772258,,,,
243,6081018389,node,Ruine Oberer Mannenberg,46.5717128,7.3819912,Q1700496,de:Ruine Oberer Mannenberg,,,
244,6193239766,node,Ruines du Château de Sainte Ursanne,47.367082,7.1545055,Q29785348,,,,
245,6210075068,node,Burgruine Fracstein,46.9757359,9.6158211,Q1011758,de:Burg Fracstein,,,
246,6405116864,node,Schloss Regensberg,47.4830896,8.4383146,Q2243086,de:Schloss Regensberg,http://www.schlossregensberg.ch/,,
247,6405148590,node,Burgstelle Neu Meldegg,47.4249597,9.3116917,Q67772265,,,,
248,6417110027,node,Ruine Göskon,47.3668725,7.9607415,Q28000760,de:Ruine Göskon,,,
249,6419670946,node,Erdmannliloch,47.5421766,8.4130778,Q102105508,de:Grottenburg Hohfluh,,,
250,6419731352,node,Burgstelle Hächigen,47.5729962,8.6046877,Q102872320,,,,
251,6419742095,node,Burgstelle Altenteufen,47.549324,8.5811038,Q101584140,de:Burgstelle Altenteufen,,,
252,6419753631,node,Burgstelle Radegg,47.5612589,8.5697621,Q102171185,de:Burgstelle Radegg,,,
253,6419791720,node,Burgstelle Wespersbühl,47.5944835,8.6422377,Q102881938,,,,
254,6419800577,node,Burgstelle Obere Heidenburg,47.4588814,8.648109,Q102250805,de:Burgstelle Obere Heidenburg,,,
255,6420816733,node,Vindonissa,47.4810099,8.2200261,Q667811,de:Vindonissa,,,
